Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Inflation, GDP deflator (annual %)",3.644970161,3.215616017,3.715683777,3.867798086,5.725413227,4.236925119,6.42258434,5.756243466,8.664665347,6.06382664,8.983812685,8.539730543,7.172541117,6.914909325,
GDP deflator (base year varies by country),85.06479648,87.8001537,91.06252977,94.58464456,100.0000063,104.2369317,110.9316365,117.3171316,127.4822685,135.2125722,147.3598164,159.9439477,171.4159931,183.2692536,
Discrepancy in expenditure estimate of GDP (current LCU),-83285563300,-4.92E+11,56076771900,2.22E+11,-2.52E+11,-2.56E+11,-3.04E+11,-6.33E+11,5.06E+11,-37852162600,3.02E+11,1.35E+12,3.25E+12,3.69E+12,
Discrepancy in expenditure estimate of GDP (constant LCU),9.64E+11,4.70E+11,5.89E+11,1.06E+12,-2.52E+11,-3.73E+11,-5.50E+11,-1.16E+12,-2.88E+11,-1.03E+12,-1.48E+12,-1.20E+12,-5.99E+11,-7.67E+11,
Gross value added at factor cost (current US$),4.38E+11,4.56E+11,4.84E+11,5.71E+11,6.61E+11,7.66E+11,8.74E+11,1.14E+12,1.15E+12,1.29E+12,1.59E+12,1.75E+12,1.73E+12,1.73E+12,
Gross value added at factor cost (current LCU),2.00E+13,2.18E+13,2.34E+13,2.63E+13,2.97E+13,3.39E+13,3.95E+13,4.58E+13,5.30E+13,6.11E+13,7.25E+13,8.39E+13,9.39E+13,1.05E+14,
Gross value added at factor cost (constant 2005 US$),5.53E+11,5.83E+11,6.05E+11,6.53E+11,7.00E+11,7.66E+11,8.39E+11,9.17E+11,9.79E+11,1.06E+12,1.16E+12,1.24E+12,1.29E+12,1.35E+12,
Gross value added at factor cost (constant LCU),2.35E+13,2.47E+13,2.57E+13,2.78E+13,2.97E+13,3.25E+13,3.56E+13,3.90E+13,4.16E+13,4.52E+13,4.92E+13,5.25E+13,5.48E+13,5.74E+13,
Forest rents (% of GDP),1.117138581,1.01569851,0.707624632,1.100445941,1.02965327,0.88250227,1.246932937,1.127836353,1.186355412,1.035423802,1.505983562,1.30203515,1.18003983,,
Mineral rents (% of GDP),0.303513709,0.334966918,0.331859701,0.348198343,0.454602848,0.986668265,1.198498287,1.965084656,2.57192956,1.144730219,1.843208682,2.026897173,1.56487533,,
GDP (current US$),4.77E+11,4.94E+11,5.24E+11,6.18E+11,7.22E+11,8.34E+11,9.49E+11,1.24E+12,1.22E+12,1.37E+12,1.71E+12,1.88E+12,1.86E+12,1.88E+12,
GDP (current LCU),2.18E+13,2.36E+13,2.54E+13,2.84E+13,3.24E+13,3.69E+13,4.29E+13,4.99E+13,5.63E+13,6.48E+13,7.78E+13,9.01E+13,1.01E+14,1.14E+14,
GDP (constant 2005 US$),6.03E+11,6.32E+11,6.56E+11,7.07E+11,7.63E+11,8.34E+11,9.11E+11,1.00E+12,1.04E+12,1.13E+12,1.24E+12,1.33E+12,1.39E+12,1.46E+12,
GDP growth (annual %),3.840991157,4.823966264,3.803975321,7.860381475,7.922936613,9.284831507,9.263964759,9.801360337,3.890957062,8.479786622,10.25996299,6.63835345,4.736288155,5.0169945,
GDP (constant LCU),2.56E+13,2.68E+13,2.79E+13,3.00E+13,3.24E+13,3.54E+13,3.87E+13,4.25E+13,4.42E+13,4.79E+13,5.28E+13,5.63E+13,5.90E+13,6.20E+13,
"GDP, PPP (current international $)",2.15E+12,2.30E+12,2.43E+12,2.67E+12,2.96E+12,3.34E+12,3.76E+12,4.24E+12,4.49E+12,4.91E+12,5.48E+12,5.96E+12,6.36E+12,6.78E+12,
"GDP, PPP (constant 2011 international $)",2.71E+12,2.84E+12,2.95E+12,3.18E+12,3.43E+12,3.75E+12,4.10E+12,4.50E+12,4.68E+12,5.07E+12,5.59E+12,5.96E+12,6.25E+12,6.56E+12,
Natural gas rents (% of GDP),0.672829071,0.62200501,0.457854437,0.661320691,0.613639531,0.862493751,0.717762791,0.557459151,0.841149172,0.478264658,0.386931242,0.347859368,0.250018421,,
GDP per capita (current US$),457.2835418,466.2141765,486.640454,565.335483,649.7106479,740.1142606,830.1632213,1068.678519,1042.084209,1147.238685,1417.073614,1539.606447,1503.003703,1498.872175,
GDP per capita (current LCU),20891.22725,22235.42468,23556.35837,25978.57878,29192.6364,32767.51039,37564.47068,43025.70964,47929.20429,54429.20976,64564.99141,73780.25034,81777.22906,90685.36386,
GDP per capita (constant 2005 US$),578.2172334,596.2482232,609.0393975,646.6535971,687.3061599,740.1142606,797.2578407,863.4626403,885.1714167,947.7458683,1031.561135,1086.048597,1123.202334,1164.996268,
GDP per capita growth (annual %),2.122660381,3.118376394,2.145276728,6.175987911,6.286605846,7.683344589,7.720913264,8.304063785,2.514153526,7.069190259,8.843643548,5.282039114,3.421001293,3.720962221,
GDP per capita (constant LCU),24559.19265,25325.04072,25868.33292,27465.95804,29192.63456,31435.60527,33862.72109,36674.70305,37596.76139,40254.54798,43814.51671,46128.81662,47706.88404,49482.03917,
"GDP per capita, PPP (current international $)",2060.635485,2173.287152,2253.968853,2440.873949,2665.599753,2962.750341,3289.587015,3657.751232,3822.056667,4124.498705,4544.292931,4883.058315,5140.976993,5411.615546,
"GDP per capita, PPP (constant 2011 international $)",2599.762549,2680.832931,2738.344216,2907.464023,3090.244827,3327.678985,3584.606193,3882.274178,3979.880511,4261.225837,4638.073461,4883.058315,5050.107803,5238.020406,
Oil rents (% of GDP),1.156551363,0.8988824,0.891509806,0.912981276,1.088486125,1.306497585,1.469338449,1.243414029,1.701893197,0.873606906,1.032559732,1.270988474,1.24742689,,
Total natural resources rents (% of GDP),3.56254406,3.591614743,2.769495879,3.454961561,4.485846395,4.940842817,5.550889829,5.951197638,9.078207966,4.682595248,6.211503327,6.794931256,5.628935689,,
Gross domestic savings (current US$),1.11E+11,1.22E+11,1.26E+11,1.57E+11,2.22E+11,2.63E+11,3.10E+11,4.21E+11,3.73E+11,4.22E+11,5.49E+11,5.65E+11,5.20E+11,5.22E+11,
Gross domestic savings (current LCU),5.06E+12,5.82E+12,6.09E+12,7.23E+12,9.95E+12,1.16E+13,1.40E+13,1.70E+13,1.71E+13,2.00E+13,2.50E+13,2.71E+13,2.83E+13,3.16E+13,
Gross domestic savings (constant LCU),,,,,,,,,,,,,,,
Gross domestic savings (% of GDP),23.22391894,24.71142566,24.00527769,25.45356922,30.69934919,31.53474294,32.71284486,34.0197819,30.45840933,30.91925015,32.16069804,30.04210826,27.95912658,27.83023515,
Gross domestic income (constant 2005 US$),4.60E+11,4.83E+11,4.93E+11,5.41E+11,5.74E+11,6.48E+11,7.19E+11,7.83E+11,8.13E+11,,,1.02E+12,1.10E+12,1.19E+12,
Gross domestic income (constant LCU),2.60E+13,2.72E+13,2.80E+13,3.05E+13,3.24E+13,3.55E+13,3.88E+13,4.26E+13,4.49E+13,4.84E+13,5.37E+13,5.73E+13,6.00E+13,6.32E+13,
"GNI, Atlas method (current US$)",4.75E+11,4.94E+11,5.09E+11,5.84E+11,6.99E+11,8.30E+11,9.41E+11,1.12E+12,1.23E+12,1.39E+12,1.56E+12,1.77E+12,1.91E+12,1.96E+12,
GNI (current US$),4.72E+11,4.90E+11,5.21E+11,6.14E+11,7.17E+11,8.28E+11,9.42E+11,1.23E+12,1.22E+12,1.36E+12,1.69E+12,1.86E+12,1.84E+12,1.86E+12,
GNI (current LCU),2.15E+13,2.34E+13,2.52E+13,2.82E+13,3.22E+13,3.67E+13,4.26E+13,4.97E+13,5.60E+13,6.44E+13,7.70E+13,8.93E+13,1.00E+14,1.12E+14,
GNI (constant 2005 US$),5.96E+11,6.26E+11,6.51E+11,7.02E+11,7.58E+11,8.28E+11,9.04E+11,9.97E+11,1.03E+12,1.12E+12,1.23E+12,1.31E+12,1.37E+12,1.44E+12,
GNI growth (annual %),3.544826006,5.032694422,4.01691913,7.775734453,7.976550972,9.262877281,9.18900253,10.2047187,3.700467192,8.480512533,9.730237087,6.856233975,4.409208365,5.044014243,
GNI (constant LCU),2.53E+13,2.66E+13,2.77E+13,2.98E+13,3.22E+13,3.52E+13,3.84E+13,4.23E+13,4.39E+13,4.76E+13,5.23E+13,5.58E+13,5.83E+13,6.12E+13,
"GNI, PPP (current international $)",2.13E+12,2.28E+12,2.41E+12,2.65E+12,2.94E+12,3.32E+12,3.73E+12,4.22E+12,4.46E+12,4.88E+12,5.42E+12,5.91E+12,6.28E+12,6.70E+12,
"GNI, PPP (constant 2011 international $)",2.68E+12,2.82E+12,2.93E+12,3.16E+12,3.41E+12,3.72E+12,4.07E+12,4.48E+12,4.65E+12,5.04E+12,5.53E+12,5.91E+12,6.17E+12,6.48E+12,
"GNI per capita, Atlas method (current US$)",460,470,470,530,630,740,820,960,1050,1170,1290,1450,1550,1570,
GNI per capita (current LCU),20673.11505,22046.01474,23401.34851,25789.25486,28991.16072,32535.80965,37273.78311,42848.74403,47648.928,54109.91908,63886.44689,73151.09256,80833.04492,89660.71653,
GNI per capita (constant 2005 US$),572.0945405,591.1092945,605.0288418,641.8912088,682.583307,734.8808747,791.0772863,859.916213,879.9194816,942.1289683,1020.520902,1076.620451,1109.974465,1151.572406,
GNI per capita growth (annual %),1.831396086,3.323708338,2.354817878,6.092662773,6.339407303,7.661712085,7.647009669,8.701921789,2.326188102,7.069906731,8.32072212,5.497148455,3.098028998,3.74764851,
GNI per capita (constant LCU),24298.41288,25106.02125,25697.22233,27262.86743,28991.17164,31212.39174,33599.20635,36522.98301,37372.57629,40014.78258,43344.30145,45727.00204,47143.63783,48910.41567,
"GNI per capita, PPP (current international $)",2040,2150,2240,2420,2650,2940,3260,3640,3800,4100,4500,4840,5080,5350,
"GNI per capita, PPP (constant 2011 international $)",2572.632676,2658.139483,2720.733827,2886.498964,3069.48589,3304.661061,3557.368812,3866.928264,3956.880289,4236.628035,4589.146081,4841.418254,4991.406795,5178.467178,
Gross savings (current US$),1.19E+11,1.33E+11,1.38E+11,1.75E+11,2.36E+11,2.81E+11,3.32E+11,4.53E+11,4.14E+11,4.63E+11,5.84E+11,6.09E+11,5.64E+11,,
Gross savings (current LCU),5.44E+12,6.32E+12,6.70E+12,8.03E+12,1.06E+13,1.24E+13,1.50E+13,1.83E+13,1.91E+13,2.20E+13,2.66E+13,2.92E+13,3.07E+13,,
Gross savings (% of GNI),25.26238842,27.07286002,26.59318227,28.46279646,32.97973653,33.90148857,35.23726113,36.75828074,34.05550755,34.10406484,34.52266916,32.6705767,30.67914928,,
Gross savings (% of GDP),24.99863968,26.84224294,26.41818895,28.25536832,32.75212383,33.66176941,34.96458235,36.60709319,33.85636067,33.90400479,34.15985384,32.39197982,30.32493373,,
Net income from abroad (current US$),-4975977061,-4207693907,-3447913744,-4506392470,-4979774881,-5898777111,-7344611543,-5094798894,-7158169832,-8009498985,-17955015342,-16032469768,-21460708851,-21205794925,
Net income from abroad (current LCU),-2.27E+11,-2.01E+11,-1.67E+11,-2.07E+11,-2.24E+11,-2.61E+11,-3.32E+11,-2.05E+11,-3.29E+11,-3.80E+11,-8.18E+11,-7.68E+11,-1.17E+12,-1.28E+12,
Net income from abroad (constant LCU),-2.38E+11,-2.14E+11,-1.90E+11,-2.07E+11,-2.24E+11,-2.49E+11,-2.95E+11,-1.72E+11,-2.54E+11,-2.78E+11,-5.46E+11,-4.64E+11,-6.55E+11,-6.79E+11,
Net taxes on products (current US$),38670913091,37863584025,39760085251,46936292911,60256945256,68407835372,75454977403,1.01E+11,70987267794,77760431670,1.17E+11,1.29E+11,1.33E+11,1.46E+11,
Net taxes on products (current LCU),1.77E+12,1.81E+12,1.92E+12,2.16E+12,2.71E+12,3.03E+12,3.41E+12,4.05E+12,3.26E+12,3.69E+12,5.35E+12,6.18E+12,7.24E+12,8.82E+12,
Net taxes on products (constant LCU),2.11E+12,2.08E+12,2.14E+12,2.28E+12,2.71E+12,2.90E+12,3.07E+12,3.54E+12,2.58E+12,2.75E+12,3.64E+12,3.86E+12,4.18E+12,4.54E+12,
Net current transfers from abroad (current US$),12854000000,15398000001,16387000000,21608000000,20525000001,24521394436,29747953016,41604129754,44180059834,52086298839,53114336068,63636363636,64342198443,65438377211,
Net current transfers from abroad (current LCU),5.87E+11,7.34E+11,7.93E+11,9.93E+11,9.22E+11,1.09E+12,1.35E+12,1.68E+12,2.03E+12,2.47E+12,2.42E+12,3.05E+12,3.50E+12,3.96E+12,
Net current transfers from abroad (constant LCU),,,,,,,,,,,,,,,
Terms of trade adjustment (constant LCU),4.14E+11,3.82E+11,1.26E+11,4.20E+11,0,90716563175,1.33E+11,1.39E+11,7.42E+11,5.30E+11,9.16E+11,9.40E+11,1.03E+12,1.21E+12,
DEC alternative conversion factor (LCU per US$),45.6855,47.69358333,48.40608333,45.9525,44.93175,44.27358333,45.2495,40.26066667,45.9936,47.44366667,45.5622,47.9215,54.4092,60.5024,
"Official exchange rate (LCU per US$, period average)",44.941605,47.18641417,48.61031917,46.58328417,45.31646667,44.099975,45.30700833,41.34853333,43.50518333,48.40526667,45.72581212,46.67046667,53.43723333,58.59784542,
"PPP conversion factor, GDP (LCU per international $)",10.13824492,10.23124103,10.45105762,10.6431464,10.95162031,11.05982841,11.41920567,11.7628857,12.54016056,13.19656367,14.20792902,15.10943462,15.90694321,16.75753998,
"2005 PPP conversion factor, GDP (LCU per international $)",,,,,,14.66854168,,,,,,,,,
Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.221913844,0.214520284,0.215903806,0.231611912,0.243739011,0.249806489,0.252360925,0.29216818,0.27265012,0.278152272,0.311835886,0.315295527,0.292357601,0.276973144,
"PPP conversion factor, private consumption (LCU per international $)",9.732610612,9.81388147,10.08497584,10.23642004,10.34508791,10.43049655,10.72550622,11.0922938,11.57435088,12.87912956,14.19089615,14.97516165,16.03783847,17.53039769,
"2005 PPP conversion factor, private consumption (LCU per international $)",,,,,,15.60153979,,,,,,,,,
Adequacy of social protection and labor programs (% of total welfare of beneficiary households),,,,,,,,,,,,,,,
Benefits incidence in poorest quintile (%) -All Social Protection and Labor,,,,,,,,,,,,,,,
Coverage (%) -All Social Protection and Labor,,,,,39.9893,,,,,31.0293,,,,,
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),,,,,,,,,,,,,,,
Benefits incidence in poorest quintile (%) - All Labor Market,,,,,,,,,,,,,,,
Coverage (%) - All Labor Market,,,,,3.99549,,,,,4.96651,,,,,
Adequacy of social safety net programs (% of total welfare of beneficiary households),,,,,,,,,,,,,,,
Benefits incidence in poorest quintile (%) - All Social Assistance,,,,,,,,,,,,,,,
Coverage (%) - All Social Assistance,,,,,28.4034,,,,,18.0712,,,,,
Adequacy of social insurance programs (% of total welfare of beneficiary households),,,,,,,,,,,,,,,
Benefits incidence in poorest quintile (%) - All Social Insurance,,,,,,,,,,,,,,,
Coverage (%) - All Social Insurance,,,,,10.7221,,,,,10.5404,,,,,
Real effective exchange rate index (2010 = 100),,,,,,,,,,,,,,,
"Literacy rate, youth female (% of females ages 15-24)",,67.74658203,,,,,74.35572815,,,,,,,,
Ratio of young literate females to males (% ages 15-24),,80.46653867,,,,,84.10155773,,,,,,,,
"Literacy rate, youth male (% of males ages 15-24)",,84.19223785,,,,,88.41183472,,,,,,,,
"Literacy rate, youth total (% of people ages 15-24)",,76.42570496,,,,,81.13085938,,,,,,,,
"Literacy rate, adult female (% of females ages 15 and above)",,47.84209824,,,,,50.82375717,,,,,,,,
"Literacy rate, adult male (% of males ages 15 and above)",,73.4118576,,,,,75.19190216,,,,,,,,
"Literacy rate, adult total (% of people ages 15 and above)",,61.01455688,,,,,62.75447464,,,,,,,,
Ratio of female to male primary enrollment (%),84.206,85.228,87.006,96.993,,,,97.815,100.527,101.807,101.468,102.298,,,
Ratio of girls to boys in primary and secondary education (%),78.656,79.393,81.422,89.817,,,,92.621,95.093,97.41,97.387,98.4,,,
Ratio of female to male secondary enrollment (%),70.747,71.374,74.092,80.272,80.518,82.172,83.381,85.958,88.351,91.894,92.528,93.999,,,
Ratio of female to male tertiary enrollment (%),65.68,68.187,69.485,67.609,66.901,70.39,71.83,69.489,,70.163,72.391,78.126,,,
"School enrollment, preprimary (% gross)",24.60888,25.46221,29.18367,33.21107,34.72048,39.77615,40.41826,47.91463,54.46352,54.13089,55.75179,58.13414,,,
"School enrollment, preprimary, female (% gross)",25.43353,25.24885,29.77713,34.02702,35.48863,40.92631,41.60007,49.02658,55.73117,55.31819,57.44348,59.76413,,,
"School enrollment, preprimary, male (% gross)",23.8613,25.65527,28.64688,32.47281,34.0252,38.73667,39.35138,46.91148,53.32072,53.06135,54.22907,56.66797,,,
Primary school starting age (years),6,6,6,6,6,6,6,6,6,6,6,6,6,6,
"Primary completion rate, female (% of relevant age group)",64.4578,66.49432,70.09396,78.63277,,,,,98.28242,100.11429,,96.59115,,,
"Primary completion rate, male (% of relevant age group)",80.66951,80.25607,83.65665,84.71488,,,,,98.34721,99.16527,,96.33627,,,
"Primary completion rate, total (% of relevant age group)",72.88428,73.66278,77.17314,81.81329,,,,,98.31644,99.61587,,96.45716,,,
"Primary education, duration (years)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,
"Primary education, pupils",113612544,113826976,115194576,125568600,,,,137742640,139317984,138368128,138413840,137746816,,,
"Primary education, pupils (% female)",43.57728,43.76866,44.19226,46.82275,,,,46.9309,47.59237,47.88722,47.78125,47.96006,,,
"Pupil-teacher ratio, primary",39.99999,40.14999,40.66296,41.32988,,,,,,,,35.15463,,,
"School enrollment, primary (% gross)",96.27609,96.26672,97.04318,105.39627,,,,114.30989,115.19337,113.9132,113.4671,112.59532,,,
"School enrollment, primary, female (% gross)",87.69674,88.27006,90.0057,103.7107,,,,112.98459,115.51168,114.98569,114.33669,113.94185,,,
"School enrollment, primary, male (% gross)",104.14501,103.56992,103.44823,106.92645,,,,115.50807,114.90582,112.94517,112.68293,111.38224,,,
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",115.13387,113.57912,109.8997,129.30196,130.25896,129.51733,130.22781,127.96643,127.69699,116.72146,122.31866,114.28454,,,
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",133.94936,131.55779,127.72962,129.62798,132.94498,135.26756,136.3094,134.28912,130.32132,115.96788,120.81202,112.38178,,,
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",124.98031,123.0041,119.25644,129.47311,131.66942,132.53717,133.42287,131.28925,129.07666,116.32514,121.52596,113.28301,,,
"School enrollment, primary (% net)",81.19853,81.19067,80.91378,85.78218,,,,93.29447,93.44228,93.93657,93.9477,93.34442,,,
"School enrollment, primary, female (% net)",73.97411,74.45772,74.96204,84.42007,,,,,,,,,,,
"School enrollment, primary, male (% net)",87.82472,87.33975,86.33066,87.01871,,,,,,,,,,,
"Net intake rate in grade 1, female (% of official school-age population)",,,,,,,,,,,,,,,
"Net intake rate in grade 1, male (% of official school-age population)",,,,,,,,,,,,,,,
Net intake rate in grade 1 (% of official school-age population),,,,,,,,,,,,,,,
"School enrollment, primary, private (% of total primary)",16.53,16.53,15.35319,17.04433,,,,,,,,,,,
"Persistence to grade 5, female (% of cohort)",58.71372,63.53698,,,,,,,,,,,,,
"Persistence to grade 5, male (% of cohort)",59.23255,59.70518,,,,,,,,,,,,,
"Persistence to grade 5, total (% of cohort)",59.00634,61.37311,,,,,,,,,,,,,
"Persistence to last grade of primary, female (% of cohort)",58.71372,63.53698,,,,,,,,,,,,,
"Persistence to last grade of primary, male (% of cohort)",59.23255,59.70518,,,,,,,,,,,,,
"Persistence to last grade of primary, total (% of cohort)",59.00634,61.37311,,,,,,,,,,,,,
"Repeaters, primary, female (% of female enrollment)",4.07988,3.70901,3.66448,3.60952,,,,3.48472,3.51304,,,4.95487,,,
"Repeaters, primary, male (% of male enrollment)",4.2384,3.66802,3.6373,3.57742,,,,3.53917,3.56029,,,5.07535,,,
"Repeaters, primary, total (% of total enrollment)",4.16932,3.68596,3.64931,3.59245,,,,3.51362,3.53781,,,5.01757,,,
"Trained teachers in primary education, female (% of female teachers)",,,,,,,,,,,,,,,
"Trained teachers in primary education, male (% of male teachers)",,,,,,,,,,,,,,,
Trained teachers in primary education (% of total teachers),,,,,,,,,,,,,,,
"Primary education, teachers",2840314,2835044,2832912,3038204,,,,,,,,3918312,,,
"Primary education, teachers (% female)",35.59001,36.00001,35.99999,43.99997,,,,,,,,,,,
"Adjusted net enrollment rate, primary (% of primary school age children)",85.63843,85.71408,85.65256,90.79991,,,,99.0938,99.57986,98.99691,99.28264,98.86595,,,
"Adjusted net enrollment rate, primary, female (% of primary school age children)",77.90078,78.75435,79.28618,89.22467,,,,,,,,,,,
"Adjusted net enrollment rate, primary, male (% of primary school age children)",92.73536,92.07028,91.44681,92.22992,,,,,,,,,,,
"Children out of school, primary",16947662,16891852,17031052,10960947,,,,1091960,508133,1218431,875082,1387374,,,
"Children out of school, primary, female",12476132,11991268,11715706,6108649,,,,,,,,,,,
"Children out of school, primary, male",4471530,4900584,5315347,4852298,,,,,,,,,,,
Secondary school starting age (years),11,11,11,11,11,11,11,11,11,11,11,11,11,11,
"Lower secondary completion rate, female (% of relevant age group)",,,44.26301,49.28666,,,56.49448,,63.40217,,,76.00402,,,
"Lower secondary completion rate, male (% of relevant age group)",,,57.15609,58.74025,,,64.54963,,68.89642,,,77.91459,,,
"Lower secondary completion rate, total (% of relevant age group)",,,51.03161,54.24746,,,60.72842,,66.29193,,,77.00986,,,
